TEMP_ID,:LABEL,NAME_WESTERN,FAMILY_NAME_WESTERN,GIVEN_NAME_WESTERN,ALT_NAME_WESTERN,CHINESE_NAME_HANZI,CHINESE_ALT_NAME_HANZI,FAMILY_NAME_HANZI,GIVEN_NAME_HANZI,ALT_NAME_HANZI,CATEGORY,SUBCATEGORY,CHRISTIAN_TRADITION,GENDER,GENDER_SERVED,NATIONALITY,BIRTH_DATE,BIRTH_PLACE,DEATH_DATE,DEATH_PLACE,DEGREES,TITLES,OCCUPATION,NOTES,SOURCE
EDCPT_9828,Person,,Ling,Buo-hung,,,,,,,,,,M,,China,,,,,,,,,EDC_1918_76
EDCPT_9829,Person,,Ling,Caik Ngu,,,,,,,,,,U,,,,,,,,,,,EDC_1916_64
EDCPT_9830,Person,,Ling,Dzeu-kwun,,,,,,,,,,,,,,,,,,,,,EDC_1920_87
EDCPT_9831,Person,,Ling,Ek-toi,,,,,,,,,,U,,China,,,,,,,,,EDC_1920_87; EDC_1918_76
EDCPT_9832,Person,,Ling,Ging Ngek,,,,,,,,,,U,,,,,,,,,,,EDC_1916_64
EDCPT_9833,Person,,Ling,Ien Ding,,,,,,,,,,U,,,,,,,,,,,EDC_1916_64
EDCPT_9834,Person,,Ling,Ju-cu,,,,,,,,,,M,,China,,,,,,Rev.,,,EDC_1918_77
EDCPT_9835,Person,,Ling,K. C.,,,,,,,,,,U,,,,,,,B. A.,,Teacher of English Subjects,,EDC_1914_18
EDCPT_9836,Person,,Ling,Milton H.K.,,,,,,,,,,M,,,,,,,,,,,EDC_1920_87; EDC_1918_77
EDCPT_9837,Person,,Ling,N.L.,,,,,,,,,,M,,,,,,,,,,,EDC_1920_87; EDC_1918_77
EDCPT_9838,Person,,Ling,Ngo U.,,,,,,,,,,U,,,,,,,,,,,EDC_1916_64
EDCPT_9839,Person,,Ling,Sing-fah,,,,,,,,,,,,,,,,,,,,,EDC_1920_88; EDC_1918_77
EDCPT_9840,Person,,Lingle,Jean R. {Mrs.},,,,,,,,,,F,,,,,,,,,Principal,,EDC_1914_18
EDCPT_9841,Person,,Lingle,William H.,,,,,,,,,,M,,,,,,,,Rev.,,,OAC_Box/Folder 28 : 10
EDCPT_9842,Person,,Lingle,William Hill {Mrs.},Jean Lingle; Jean Richardson Ritchie,,,,,,,,,F,,U.S.A.,04;03;1864,"Cincinnati, Ohio",12;09;1953,"Pasadena, California",M.A.,,,,EDC_1920_88; EDC_1918_77;OAC_Box/Folder 28 : 10
EDCPT_9843,Person,,Linn,Dzi-tsing,,,,,,,,,,,,,,,,,E.M.,,,,EDC_1920_88
EDCPT_9844,Person,,Linn,Kwai-chung,,,,,,,,,,U,,,,,,,B.A.,,,,EDC_1918_77; EDC_1916_64
EDCPT_9845,Person,,Linsday,A.W.,,,,,,,,,,M,,U.S.A.,,,,,D.D.S.; L.D.S.,,,,EDC_1918_76
EDCPT_9846,Person,,Linsday,A.W. {Miss.},,,,,,,,,,F,,U.S.A.,,,,,,,,,EDC_1918_76
EDCPT_9847,Person,,Lipscomb,Olive W. {Miss},,,,,,,,,,F,,,,,,,B.S.,,,,EDC_1920_88; EDC_1918_76
EDCPT_9848,Person,,Littell,S.H. {Rev.},,,,,,,,,,M,,,,,,,,Rev.,,,EDC_1920_88
EDCPT_9849,Person,,Little,C. Deane,,,,,,,,,,M,,England,,,,,,Rev.,,,EDC_1918_76
EDCPT_9850,Person,,Little,Lacy L.,,,,,,,,,,M,,England,,,,,B.A.,,,,EDC_1918_77
EDCPT_9851,Person,,Liu,Shu-te,,,,,,,,,,U,,,,,,,B.A.,,,,EDC_1917_58
EDCPT_9852,Person,,Liu,A. {Rev.},,,,,,,,,,M,,,,,,,,Rev.,,,EDC_1920_88; EDC_1918_77
EDCPT_9853,Person,,Liu,C.C.,,,,,,,,,,U,,,,,,,,,,,EDC_1918_77
EDCPT_9854,Person,,Liu,C.E.,,,,,,,,,,,,,,,,,B.A.,,,,EDC_1920_88; EDC_1916_65
EDCPT_9855,Person,,Liu,Chen Sheng,,,,,,,,,,U,,,,,,,,,,,EDC_1916_64
EDCPT_9856,Person,,Liu,Ch'eng-hsiang,,,,,,,,,,M,,China,,,,,B.A.,,,,EDC_1918_77
EDCPT_9857,Person,,Liu,Ching Chiu,,,,,,,,,,,,,,,,,,,,,EDC_1920_88
EDCPT_9858,Person,,Liu,Ching-fu,,,,,,,,,,U,,,,,,,B.A.,,,,EDC_1916_64
EDCPT_9859,Person,,Liu,Ching-pan,,,,,,,,,,U,,,,,,,B.A.,,,,EDC_1916_65
EDCPT_9860,Person,,Liu,Chun,,,,,,,,,,M,,China,,,,,B.A.,,,,EDC_1918_77
EDCPT_9861,Person,,Liu,D.K.,,,,,,,,,,,,,,,,,B.A.,,,,EDC_1920_88
EDCPT_9862,Person,,Liu,Dzi Dzen,,,,,,,,,,,,,,,,,,,,,EDC_1920_88
EDCPT_9863,Person,,Liu,Gwang Djao,,,,,,,,,,M,,China,,,,,M.A.,Rev.,,,EDC_1918_77; EDC_1916_65
EDCPT_9864,Person,,Liu,H.C.,,,,,,,,,,U,,,,,,,,,,,EDC_1916_65
EDCPT_9865,Person,,Liu,Hwan-djang,,,,,,,,,,,,,,,,,,,,,EDC_1920_88
EDCPT_9866,Person,,Liu,Hwoa-tu,,,,,,,,,,M,,China,,,,,,,,,EDC_1918_77; EDC_1916_65
EDCPT_9867,Person,,Liu,J.,,,,,,,,,,U,,,,,,,,,,,EDC_1916_64
EDCPT_9868,Person,,Liu,J.H.,,,,,,,,,,U,,,,,,,B.A.; M.D.,,,,EDC_1916_65
EDCPT_9869,Person,,Liu,Jackson,,,,,,,,,,M,,,,,,,,,,,EDC_1920_88
EDCPT_9870,Person,,Liu,Jui-heng,,,,,,,,,,,,,,,,,,,,,EDC_1920_88
EDCPT_9871,Person,,Liu,Jui-hua,,,,,,,,,,,,,,,,,,,,,EDC_1920_88
EDCPT_9872,Person,,Liu,K.U.,,,,,,,,,,,,,,,,,,,,,EDC_1920_88
EDCPT_9873,Person,,Liu,King Shu,,,,,,,,,,M,,,,,,,"M.A., Ph.D.",,,,EDC_1920_89
EDCPT_9874,Person,,Liu,Kwong-hu,,,,,,,,,,U,,,,,,,,,,,EDC_1916_64
EDCPT_9875,Person,,Liu,L.T.,,,,,,,,,,U,,,,,,,,,,,EDC_1916_64
EDCPT_9876,Person,,Liu,Lien-hi,,,,,,,,,,,,,,,,,,,,,EDC_1920_89
EDCPT_9877,Person,,Liu,M.,,,,,,,,,,,,,,,,,,Rev.,,,EDC_1920_89; EDC_1916_65
EDCPT_9878,Person,,Liu,Nelson E.P.,,,,,,,,,,M,,,,,,,B.A.,,,,EDC_1920_89
EDCPT_9879,Person,,Liu,Pin-che,,,,,,,,,,U,,,,,,,B.A.,,,,EDC_1916_65
EDCPT_9880,Person,,Liu,S.C.,,,,,,,,,,,,,,,,,,,,,EDC_1920_89
EDCPT_9881,Person,,Liu,S.E.,,,,,,,,,,U,,,,,,,B.A.,,,,EDC_1916_65
EDCPT_9882,Person,,Liu,S.M.,,,,,,,,,,,,,,,,,,,,,EDC_1920_89
EDCPT_9883,Person,,Liu,Shu Yin,,,,,,,,,,U,,,,,,,,,,,EDC_1916_65
EDCPT_9884,Person,,Liu,T.B.,,,,,,,,,,,,,,,,,B.A.,,,,EDC_1920_89
EDCPT_9885,Person,,Liu,T.L.,,,,,,,,,,U,,China,,,,,,,,,EDC_1918_77
EDCPT_9886,Person,,Liu,T.T.,,,,,,,,,,,,,,,,,,,,,EDC_1920_89
EDCPT_9887,Person,,Liu,Tsz Tsin,,,,,,,,,,,,,,,,,,,,,EDC_1920_89; EDC_1918_78
EDCPT_9888,Person,,Liu,W.L.,,,,,,,,,,U,,,,,,,A.B.,,,,EDC_1916_65
EDCPT_9889,Person,,Liu,Y.P.,,,,,,,,,,,,,,,,,M.A.,,,,EDC_1920_89
EDCPT_9890,Person,,Liu,Yee-nien,,,,,,,,,,,,,,,,,,,,,EDC_1920_89
EDCPT_9891,Person,,Liu,Yi-hsu,,,,,,,,,,,,,,,,,,,,,EDC_1920_90
EDCPT_9892,Person,,Liu,Young-ling,,,,,,,,,,U,,,,,,,B. A.,,Proctor and Instructor in English,,EDC_1914_18
EDCPT_9893,Person,,Liun,Kwai-chung,,,,,,,,,,U,,,,,,,,,Teacher of History,,EDC_1914_18
EDCPT_9894,Person,,Livesey,Edith {Miss},,,,,,,,,,F,,,,,,,,,,,EDC_1920_90; EDC_1916_65
EDCPT_9895,Person,,Lo,Amos,,,,,,,,,,U,,,,,,,B.A.,,,,EDC_1917_59
EDCPT_9896,Person,,Lo,S. C.,,,,,,,,,,U,,,,,,,,,,,EDC_1917_59
EDCPT_9897,Person,,Lo,A.H.,,,,,,,,,,U,,,,,,,,,,,EDC_1916_65
EDCPT_9898,Person,,Lo,K. S.,,,,,,,,,,U,,,,,,,,,Principal,,EDC_1914_18
EDCPT_9899,Person,,Lo,Kim Lang,,,,,,,,,,U,,,,,,,,,,,EDC_1916_65
EDCPT_9900,Person,,Lo,P.H.,,,,,,,,,,,,,,,,,"B.A., J.D.",,,,EDC_1920_90
EDCPT_9901,Person,,Lo,Ren-yen {Rev.},,,,,,,,,,M,,,,,,,"M.A., Ph.D.",Rev.,,,EDC_1920_90; EDC_1918_78
EDCPT_9902,Person,,Lo,S.C.,,,,,,,,,,U,,,,,,,,,,,EDC_1918_78
EDCPT_9903,Person,,Lo,Shiu-hok,,,,,,,,,,,,,,,,,,,,,EDC_1920_90
EDCPT_9904,Person,,Lo,Su-ko,,,,,,,,,,U,,,,,,,,,,,EDC_1916_65
EDCPT_9905,Person,,Lo,T.T.,,,,,,,,,,U,,,,,,,,,,,EDC_1918_78
EDCPT_9906,Person,,Lo,Ting-jan,,,,,,,,,,,,,,,,,,,,,EDC_1920_90; EDC_1918_78
EDCPT_9907,Person,,Lo,U.F.,,,,,,,,,,U,,,,,,,,,,,EDC_1916_66
EDCPT_9908,Person,,Lo,Yuh-lun,,,,,,,,,,,,,,,,,,,,,EDC_1920_90; EDC_1918_78
EDCPT_9909,Person,,Loader,E.T. {Rev.},,,,,,,,,,M,,,,,,,L. Th.,Rev.,,,EDC_1920_90
EDCPT_9910,Person,,Lobenstine,E.C. {Rev.},,,,,,,,,,M,,,,,,,,,,,EDC_1920_90
EDCPT_9911,Person,,Lobingier,Charles S.,,,,,,,,,,M,,U.S.A.,,,,,Ph.D.; LL.M.,Judge,,,EDC_1918_78; EDC_1916_66
EDCPT_9912,Person,,Loeber,I.K. {Mrs.},,,,,,,,,,F,,,,,,,,,,,EDC_1920_90
EDCPT_9913,Person,,Loehr,George Robert,,,,,,,,,,M,,,,,,,M.A.,Rev.,,,EDC_1917_59; EDC_1916_66
EDCPT_9914,Person,,Loehr,"George R.,",,,,,,,,,,U,,,,,,,M.A.,Rev,George R. Acting Principal,,EDC_1914_18
EDCPT_9915,Person,,Logan,M. {Miss.},,,,,,,,,,F,,U.S.A.,,,,,,,,,EDC_1918_78
EDCPT_9916,Person,,Logan,Margaret F. {Miss},,,,,,,,,,F,,,,,,,,,,,EDC_1920_90
EDCPT_9917,Person,,Loh,Shau Wan {Miss},,,,,,,,,,F,,,,,,,M.D.,,,,EDC_1917_59
EDCPT_9918,Person,,Loh,Bai-shieh,,,,,,,,,,U,,,,,,,,,,,EDC_1916_66
EDCPT_9919,Person,,Loh,Bou-dang,Loh; Bon-dung,,,,,,,,,,,,,,,,,,,,EDC_1920_90; EDC_1916_66
EDCPT_9920,Person,,Loh,Peter H.S.,,,,,,,,,,M,,,,,,,,,,,EDC_1920_90
EDCPT_9921,Person,,Loh,T. P.,,,,,,,,,,U,,,,,,,B.A.,,Instructor,,EDC_1914_18
EDCPT_9922,Person,,Loh,Ting-su,,,,,,,,,,,,,,,,,B.A.,,,,EDC_1920_91; EDC_1918_78
EDCPT_9923,Person,,Loh,Vung-yung,,,,,,,,,,,,,,,,,,,,,EDC_1920_91
EDCPT_9924,Person,,Loiseau,G.,,,,,,,,,,M,,F,,,,,,Rev.,,,EDC_1918_78; EDC_1916_66
EDCPT_9925,Person,,Lok,P.S.,,,,,,,,,,,,,,,,,B.S.,,,,EDC_1920_91
EDCPT_9926,Person,,Lonergan,Jay.,,,,,,,,,,U,,,,,,,M.E.,,,,EDC_1917_60
EDCPT_9927,Person,,Long,Ed. R.,,,,,,,,,,U,,,,,,,,F.R.G.S.,,,EDC_1917_60
EDCPT_9928,Person,,Long,Edward,,,,,,,,,,U,,,,,,,,,"Rogers, F. R. G. S. Professor of Modern Languages",,EDC_1914_18
EDCPT_9929,Person,,Longley,R.S.,,,,,,,,,,M,,Canada,,,,,"B.A., B.D.",Rev.,,,EDC_1920_91; EDC_1918_78; EDC_1916_66
EDCPT_9930,Person,,Longman,C.H.B.,,,,,,,,,,M,,,,,,,A.R.C. Sc.,,,,EDC_1920_91; EDC_1918_78; EDC_1916_66
EDCPT_9931,Person,,Longman,L. H. B.,,,,,,,,,,U,,,,,,,,,Assistant Master,,EDC_1914_18
EDCPT_9932,Person,,Loo,hok-huang,,,,,,,,,,M,,China,,,,,,,,,EDC_1918_78
EDCPT_9933,Person,,Loomis,{Miss},,,,,,,,,,F,,,,,,,,,"Jean, B. Litt. Assistant Mistress",,EDC_1914_18
EDCPT_9934,Person,,Loomis,Jean {Miss},,,,,,,,,,F,,U.S.A.,,,,,B.A.,,,,EDC_1920_91; EDC_1916_66
EDCPT_9935,Person,,Loon,E.S.,,,,,,,,,,U,,,,,,,,,,,EDC_1916_66
EDCPT_9936,Person,,Loosley,A.O. {Mrs.},,,,,,,,,,F,,,,,,,,,,,EDC_1920_91
EDCPT_9937,Person,,Lopes,A. {Miss.},,,,,,,,,,F,,,,,,,,,,,EDC_1918_79
EDCPT_9938,Person,,Lopes,D. {Miss.},,,,,,,,,,F,,,,,,,,,,,EDC_1918_79
EDCPT_9939,Person,,Loshe,Lillie D. {Miss},,,,,,,,,,F,,,,,,,Ph.D.,,,,EDC_1920_91; EDC_1918_79
EDCPT_9940,Person,,Loucks,B.H. {Miss.},,,,,,,,,,F,,,,,,,B.A.,,,,EDC_1918_79
EDCPT_9941,Person,,Louis,{Brother},,,,,,,,,,M,,,,,,,,Bro.,,,EDC_1920_91; EDC_1918_79
EDCPT_9942,Person,,Louis,{Sister},,,,,,,,,,F,,,,,,,,Sis.,,,EDC_1920_91
EDCPT_9943,Person,,Louis,Eraste F.,,,,,,,,,,M,,,,,,,"B.S., F.M., C.T.",,,,EDC_1920_91
EDCPT_9944,Person,,Love,Hattie F. {Miss},,,,,,,,,,F,,,,,,,B.A. ; M.D.,,,,EDC_1917_60; EDC_1916_66
EDCPT_9945,Person,,Love,Elizabeth A. {Miss},,,,,,,,,,F,,U.S.A.,,,,,,,,,EDC_1916_66
EDCPT_9946,Person,,Lovell,Florence B. {Mrs.},,,,,,,,,,F,,,,,,,B.A.; B.D.,,,,EDC_1916_66
EDCPT_9947,Person,,Lovell,Gilbert,,,,,,,,,,M,,,,,,,"B.A., B.D.",Rev.,,,EDC_1920_92; EDC_1918_79; EDC_1916_66
EDCPT_9948,Person,,Lowe,Albert S.H.,,,,,,,,,,M,,,,,,,,,,,EDC_1920_92; EDC_1918_79; EDC_1916_66
EDCPT_9949,Person,,Lowe,Annie J. {Miss},,,,,,,,,,F,,,,,,,,,,,EDC_1920_92; EDC_1918_79; EDC_1916_66
EDCPT_9950,Person,,Lowe,C.H.,,,,,,,,,,,,,,,,,B.A.,,,,EDC_1920_92; EDC_1918_79
EDCPT_9951,Person,,Lowe,J.W.,,,,,,,,,,U,,,,,,,,Rev.,,,EDC_1916_67
EDCPT_9952,Person,,Lowe,John,,,,,,,,,,M,,,,,,,B.A.,,,,EDC_1920_92
EDCPT_9953,Person,,Lowrey,Edna {Miss},,,,,,,,,,F,,,,,,,B.A.,,,,EDC_1920_92; EDC_1918_79
EDCPT_9954,Person,,Lowrie,Genevieve {Miss},,,,,,,,,,F,,,,,,,B.A.,,,,EDC_1920_92
EDCPT_9955,Person,,Lowry,Edna {Miss},,,,,,,,,,F,,,,,,,,,,,EDC_1916_67
EDCPT_9956,Person,,Lowry,George Davis,,,,,,,,,,M,,,,,,,M.D.; M.A.,,,,EDC_1918_79; EDC_1916_67
EDCPT_9957,Person,,Lowry,"H. H.,",,,,,,,,,,U,,,,,,,"M.A.,",Rev,President,,EDC_1914_18
EDCPT_9958,Person,,Lowry,H.H.,,,,,,,,,,M,,,,,,,M.A.; D.D.,Rev.,,,EDC_1918_79; EDC_1916_67
EDCPT_9959,Person,,Lu,Feng-san,,,,,,,,,,U,,,,,,,B.A.,,,,EDC_1917_60
EDCPT_9960,Person,,Lu,Tso-kien,,,,,,,,,,U,,,,,,,,,,,EDC_1917_60
EDCPT_9961,Person,,Lu,{Miss},,,,,,,,,,F,,,,,,,,,,,EDC_1916_67
EDCPT_9962,Person,,Lu,C.W.,,,,,,,,,,,,,,,,,,,,,EDC_1920_92
EDCPT_9963,Person,,Lu,Chih-wei,,,,,,,,,,U,,,,,,,B.A.,,,,EDC_1916_67
EDCPT_9964,Person,,Lu,F. T.,,,,,,,,,,U,,,,,,,,,Proctor,,EDC_1914_18
EDCPT_9965,Person,,Lu,Fu-mei,,,,,,,,,,,,,,,,,,,,,EDC_1920_92
EDCPT_9966,Person,,Lu,Kuang Jen,,,,,,,,,,,,,,,,,,,,,EDC_1920_92
EDCPT_9967,Person,,Lu,Lien-zeh,,,,,,,,,,U,,,,,,,,,Instructor in Law,,EDC_1914_18
EDCPT_9968,Person,,Lu,M.R.,,,,,,,,,,U,,,,,,,,,,,EDC_1916_67
EDCPT_9969,Person,,Lu,S.T.,,,,,,,,,,,,,,,,,B.A.,,,,EDC_1920_92; EDC_1918_79
EDCPT_9970,Person,,Lu,Shih Lin,,,,,,,,,,,,,,,,,,,,,EDC_1920_92
EDCPT_9971,Person,,Lu,T. H.,,,,,,,,,,U,,,,,,,,,Proctor,,EDC_1914_18
EDCPT_9972,Person,,Lu,Tsong En,,,,,,,,,,U,,,,,,,,,,,EDC_1916_67
EDCPT_9973,Person,,Lubeck,{Miss},,,,,,,,,,F,,,,,,,,,,,EDC_1916_67
EDCPT_9974,Person,,Lucas,D.W. {Mrs.},,,,,,,,,,F,,,,,,,,,,,EDC_1920_92
EDCPT_9975,Person,,Lucas,R. H.,,,,,,,,,,U,,,,,,,B.A.,,,,EDC_1917_60
EDCPT_9976,Person,,Luce,"H,W,",,,,,,,,,,U,,,,,,,M.A.,Rev.,,,EDC_1916_67
EDCPT_9977,Person,,Ludlow,Theodore R.,,,,,,,,,,M,,U.S.A.,07;14;1883,"Valley Creek, Texas",11;13;1961,"Wareham, Massachusetts",M.A.; B.D.,Rev.,,https://en.wikipedia.org/wiki/Theodore_R._Ludlow,EDC_1916_67
EDCPT_9978,Person,,Ludlow,"Theodore R.,",,,,,,,,,,U,,,,,,,M. A.,Rev,Theodore R. Columbia; B. D. Cambridge. Professor,,EDC_1914_18
EDCPT_9979,Person,,Lui,K.M.,,,,,,,,,,U,,,,,,,,,,,EDC_1916_67
EDCPT_9980,Person,,Luis,B. C.,,,,,,,,,,U,,,,,,,B. Sc.,,Assistant Master,,EDC_1914_18
EDCPT_9981,Person,,Lum,S. H.,,,,,,,,,,U,,,,,,,,,President,,EDC_1914_18
EDCPT_9982,Person,,Lund,F. E.,,,,,,,,,,U,,,,,,,,Rev,Principal,,EDC_1914_18
EDCPT_9983,Person,,Lund,Frans Edward,,,,,,,,,,M,,,,,,,,Rev.,,,EDC_1918_79; EDC_1916_67
EDCPT_9984,Person,,Lurton,N.E.,,,,,,,,,,M,,,,,,,"B.A., LL.B.",,,,EDC_1920_93
EDCPT_9985,Person,,Luxon,Gerald,,,,,,,,,,M,,,,,,,English Board of Education Certificate,,,,EDC_1920_93
EDCPT_9986,Person,,Ly,B.,,,,,,,,,,M,,,,,,,,,,,EDC_1920_93
EDCPT_9987,Person,,Lyo,U-hung,,,,,,,,,,U,,,,,,,,,,,EDC_1918_79
EDCPT_9988,Person,,Lyon,{Mrs},,,,,,,,,,F,,,,,,,,,"Charles Hodge, Principal of Kenarden School, Tsining",,EDC_1914_18
EDCPT_9989,Person,,Lyon,Bayard.,,,,,,,,,,U,,,,,,,A.B.,,,,EDC_1917_60; EDC_1916_67
EDCPT_9990,Person,,Lyon,Charles Hodge {Mrs.},,,,,,,,,,F,,,,,,,,,,,EDC_1916_67
EDCPT_9991,Person,,Lyon,Emma A. {Miss},,,,,,,,,,F,,,,,,,B.L.,,,,EDC_1920_93; EDC_1918_80
EDCPT_9992,Person,,Lyon,Lois D. {Miss},,,,,,,,,,F,,,,,,,B.A.,,,,EDC_1920_93; EDC_1918_80
EDCPT_9993,Person,,Lyons,J.R. {Mrs.},,,,,,,,,,F,,,,,,,,,,,EDC_1916_68
EDCPT_9994,Person,,Lyons,J.R. {Rev.},,,,,,,,,,M,,,,,,,"M.A., M.D.",,,,EDC_1920_93; EDC_1918_80; EDC_1916_67
EDCPT_9995,Person,,Lyttle,C. {Mrs.},,,,,,,,,,F,,,,,,,,,,,EDC_1920_93
EDCPT_9996,Person,,Ma,Chen-kun,,,,,,,,,,U,,,,,,,,,,,EDC_1917_60; EDC_1916_68
EDCPT_9997,Person,,Ma,Ging-tao,,,,,,,,,,U,,,,,,,B.A.,,,,EDC_1917_60
EDCPT_9998,Person,,Ma,K. Y.,,,,,,,,,,U,,,,,,,,,,,EDC_1917_61
EDCPT_9999,Person,,Ma,Chi-chang,,,,,,,,,,U,,,,,,,,,,,EDC_1918_80
EDCPT_10000,Person,,Ma,Chin Luan,,,,,,,,,,U,,,,,,,,,,,EDC_1916_68
EDCPT_10001,Person,,Ma,Ging-rung,,,,,,,,,,,,,,,,,,,,,EDC_1920_93
EDCPT_10002,Person,,Ma,Gying,,,,,,,,,,,,,,,,,,,,,EDC_1920_93; EDC_1918_80
EDCPT_10003,Person,,Ma,H.T.,,,,,,,,,,U,,,,,,,,,,,EDC_1916_68
EDCPT_10004,Person,,Ma,Hsi-wen,,,,,,,,,,,,,,,,,,,,,EDC_1920_93
EDCPT_10005,Person,,Ma,Jean,,,,,,,,,,M,,,,,,,B.Sc.,,,,EDC_1920_94
EDCPT_10006,Person,,Ma,K.Y.,,,,,,,,,,,,,,,,,,,,,EDC_1920_94; EDC_1918_80
EDCPT_10007,Person,,Ma,Kiam,,,,,,,,,,,,,,,,,,,,,EDC_1920_94
EDCPT_10008,Person,,Ma,S. K.,,,,,,,,,,U,,China,,,,,,,,,
EDCPT_10009,Person,,Ma,S.K.,,,,,,,,,,,,,,,,,,,,,EDC_1920_94; EDC_1918_80
EDCPT_10010,Person,,Ma,T.H.,,,,,,,,,,U,,,,,,,A.B.,,,,EDC_1916_68
EDCPT_10011,Person,,Ma,Tsing Yu,,,,,,,,,,,,,,,,,,,,,EDC_1920_94; EDC_1916_68
EDCPT_10012,Person,,Mabee,F.C.,,,,,,,,,,,,,,,,,M.A.,,,,EDC_1920_94; EDC_1918_80; EDC_1916_68; EDC_1914_19
EDCPT_10013,Person,,Macdonald,{Miss},,,,,,,,,,U,,,,,,,,,Professor of Natural Sciences,,EDC_1914_19
EDCPT_10014,Person,,MacDonald,J. Arthur {Rev.},,,,,,,,,,M,,,,,,,"B.A., B.D.",,,,EDC_1920_94
EDCPT_10015,Person,,MacDonald,Wilfred F.,,,,,,,,,,U,,,,,,,B.A.; M.A.,,,,EDC_1914_20
EDCPT_10016,Person,,Macdonald,Wilfrid E.,,,,,,,,,,M,,,,,,,"B.A., M.A.",,,,EDC_1920_94; EDC_1918_80; EDC_1916_68
EDCPT_10017,Person,,Mace,Rose A. {Miss},,,,,,,,,,F,,,,,,,,,,,EDC_1920_94
EDCPT_10018,Person,,MacEachron,Paul,,,,,,,,,,M,,,,,,,B.A.,,,,EDC_1920_94; EDC_1918_80
EDCPT_10019,Person,,MacFarlane,Malcolm M.,,,,,,,,,,M,,,,,,,,,,,EDC_1917_61; EDC_1916_68
EDCPT_10020,Person,,MacFarlane,H.,,,,,,,,,,U,,,,,,,D.P.H.; D.T.M.; H.,,,,EDC_1918_80; EDC_1916_68; EDC-1914_20
EDCPT_10021,Person,,Machle,E.C.,,,,,,,,,,M,,,,,,,"A.B.; M.D., D.D.S., Ph.C.",,,,EDC_1920_94; EDC_1918_80; EDC_1916_69
EDCPT_10022,Person,,Machle,E.C. {Mrs.},,,,,,,,,,F,,,,,,,,,,,EDC_1920_94
EDCPT_10023,Person,,MacIntyre,C.S. {Miss.},,,,,,,,,,F,,U.S.A.,,,,,,,,,EDC_1918_80; EDC_1916_68; EDC_1914_20
EDCPT_10024,Person,,MacIntyre,N.,,,,,,,,,,U,,,,,,,U.F.C.S.,,,,EDC_1914_20
EDCPT_10025,Person,,MacKenzie,C.F.,,,,,,,,,,M,,U.S.A.,,,,,B.A.; M.D.,,,,EDC_1918_80
EDCPT_10026,Person,,MacKenzie,C.F. {Mrs.},,,,,,,,,,F,,U.S.A.,,,,,,,,,EDC_1918_80; EDC_1916_68
EDCPT_10027,Person,,Mackenzie,Julia K. {Miss},,,,,,,,,,F,,,,,,,,,,,EDC_1914_20; EDC_1916_68
EDCPT_10028,Person,,MacKenzie,K.W.,,,,,,,,,,M,,U.S.A.,,,,,,,,,EDC_1918_81
EDCPT_10029,Person,,Mackenzie,M.C. {Mrs.},,,,,,,,,,F,,,,,,,,,,,EDC_1920_95; EDC_1918_81
EDCPT_10030,Person,,MacKenzie,M.C. {Rev.},,,,,,,,,,M,,,,,,,,,,,EDC_1920_94; EDC_1918_81
EDCPT_10031,Person,,MacKinnon,Sallie Lou {Miss},,,,,,,,,,F,,,,,,,B.A.,,,,EDC_1920_95
EDCPT_10032,Person,,Mackintosh,N.B.T.,,,,,,,,,,M,,,,,,,M.A.,,,,EDC_1920_95
EDCPT_10033,Person,,Macklin,W.E.,,,,,,,,,,M,,,,,,,M.B.,,,,EDC_1920_95; EDC_1918_81; EDC_1916_68
EDCPT_10034,Person,,MacNair,Hailev Farnsworth,,,,,,,,,,U,,,,,,,Ph.B.,,,,EDC_1914_20
EDCPT_10035,Person,,MacNair,Harley Farnsworth,,,,,,,,,,M,,,,,,,"Ph.B., M.A.",,,,EDC_1920_95; EDC_1918_81; EDC_1916_68
EDCPT_10036,Person,,MacNaughtan,Isabella {Mrs.},,,,,,,,,,F,,,,,,,B.A.,,,,EDC_1920_95
EDCPT_10037,Person,,MacRae,John D. {Rev.},,,,,,,,,,M,,,,,,,"M.A., B.D.",,,Absent during all or part of 1920,EDC_1920_95
EDCPT_10038,Person,,MacRae,Paul,,,,,,,,,,M,,,,,,,,,,,EDC_1916_69
EDCPT_10039,Person,,MacWillie,John,,,,,,,,,,M,,,,,,,M.D.; C.M.,,,,EDC_1916_69
EDCPT_10040,Person,,Maddison,A. {Miss},,,,,,,,,,F,,,,,,,,,,,EDC_1917_61
EDCPT_10041,Person,,Maddock,W.H. {Rev.},,,,,,,,,,M,,,,,,,L. Th.,,,,EDC_1920_95
EDCPT_10042,Person,,Magill,O.R.,,,,,,,,,,U,,,,,,,B.Sc.,,,,EDC_1916_69
EDCPT_10043,Person,,Magness,Bertha E. {Miss},,,,,,,,,,F,,,,,,,,,,,EDC_1920_95; EDC_1918_81
EDCPT_10044,Person,,Mahe,F.,,,,,,,,,,M,,,,,,,,Rev.,,,EDC_1918_81; EDC_1916_69; EDC_1914_20
EDCPT_10045,Person,,Mai,Jao,,,,,,,,,,U,,,,,,,,,,,EDC_1916_69
EDCPT_10046,Person,,Mailly,Paul,,,,,,,,,,M,,,,,,,,,,,EDC_1920_95
EDCPT_10047,Person,,Main,D. {Mrs.},,,,,,,,,,F,,,,,,,,,,,EDC_1917_61; EDC_1916_69
